train_loss,"[2.512748275650822, 1.6512417922339069, 2.0295630025574822, 2.1311188764680558, 2.040047267279044, 2.4302004587129926, 2.856551139542715, 1.5998178080177012, 1.5945752754829539, 7.7492137285854215, 2.722914370180306, 2.482558538729357, 1.4680555369196324, 2.1810038257555626, 2.2003939374753627, 2.2095141283007513, 1.307632236308259, 2.5851632603477124, 1.860662609720196, 3.2598104530491994]"
ctc_loss,"[154.6999969482422, 165.8368377685547, 195.37130737304688, 149.1708221435547, 149.80242919921875, 158.21241760253906, 207.8812255859375, 133.58328247070312, 140.58726501464844, 389.0731201171875, 132.8590087890625, 176.10340881347656, 152.316650390625, 201.41119384765625, 253.940673828125, 262.35498046875, 176.03614807128906, 253.4317626953125, 114.99601745605469, 214.16363525390625]"
valid_loss,"[0.9234044807513537, 0.9099421156657886, 0.9276861601865394, 0.9256408208422593, 0.9238808312263994, 0.9477167849088756, 0.9447591823411814, 0.9256052477065315, 0.9174570582426518, 0.8972524089040501, 0.9068604750550765, 0.9268028513827541, 0.9258097055416902, 0.9510134220091621, 0.9375808556312735, 0.9352054015906776, 0.9183747918246812, 0.9505764491655241, 0.9299106393429436, 0.9276951822552633]"
